store_id,clinic_id,address,state,zip,latitude,longitude,COUNTY
4015,1364,302 E JAMES LEE BLVD,FL,32539,30.7626,-86.5696,12131
4449,1333,"6501 CAROLINE ST, HWY 90",FL,32570,30.6167,-87.0509,12113
5176,1596,225 GULF BREEZE PKWY,FL,32561,30.3658,-87.1711,12113
5176,1596,225 GULF BREEZE PKWY,FL,32561,30.3658,-87.1711,12033
4458,1781,8100 N DAVIS HWY,FL,32514,30.5109,-87.2194,12033
1055,1379,2090 S HIGHWAY 29,FL,32533,30.5708,-87.2903,12033
5249,1810,3888 HIGHWAY 90,FL,32571,30.5997,-87.1621,12113
170,103,839 N ORLANDO AVE,FL,32789,28.6044,-81.3657,12095
5216,1845,2702 S ORANGE AVE,FL,32806,28.5125,-81.3768,12095
7889,806,8025 LEE VISTA BLVD,FL,32829,28.4666,-81.2755,12095
4108,100,7599 W SAND LAKE RD,FL,32819,28.4507,-81.4869,12095
3671,398,10701 INTERNATIONAL DR,FL,32821,28.4077,-81.4554,12095
3671,398,10701 INTERNATIONAL DR,FL,32821,28.4077,-81.4554,12097
5852,1603,13454 S ORANGE BLOSSOM TRL,FL,32837,28.3688,-81.4052,12095
5852,1603,13454 S ORANGE BLOSSOM TRL,FL,32837,28.3688,-81.4052,12097
2761,804,5308 W IRLO BRONSON MEMORIAL HWY,FL,34746,28.3319,-81.496,12097
476,1905,2454 E IRLO BRONSON MEMORIAL HWY,FL,34744,28.2794,-81.3452,12097
1750,803,7575 OSCEOLA POLK LINE RD,FL,33896,28.2605,-81.59,12105
1750,803,7575 OSCEOLA POLK LINE RD,FL,33896,28.2605,-81.59,12097
7973,1977,4500 PLEASANT HILL RD,FL,34746,28.1552,-81.4408,12097
5157,1962,1300 SW SAINT LUCIE WEST BLVD,FL,34986,27.3159,-80.3868,12111
7886,937,260 S US HIGHWAY 1,FL,33469,26.9584,-80.0855,12099
7886,937,260 S US HIGHWAY 1,FL,33469,26.9584,-80.0855,12085
10711,2109,16801 NW 67TH AVE.,FL,33015,25.9263,-80.3079,12086
3705,248,10701 NW 41ST ST,FL,33178,25.8122,-80.37,12086
17665,2228,10101 W FLAGLER ST,FL,33174,25.7716,-80.3604,12086
7887,251,12401 MIRAMAR PKWY,FL,33027,25.9796,-80.3123,12011
10699,2279,8740 BIRD RD,FL,33165,25.7324,-80.3367,12086
5010,748,306 LINCOLN RD,FL,33139,25.7904,-80.131,12086
3285,625,1700 S FEDERAL HWY,FL,33316,26.0997,-80.1362,12011
4201,1773,2240 E SUNRISE BLVD,FL,33304,26.1371,-80.1179,12011
17115,2224,5800 S UNIVERSITY DR,FL,33328,26.0485,-80.2497,12011
3291,626,4610 S UNIVERSITY DR,FL,33328,26.0637,-80.2515,12011
5079,253,10241 W BROWARD BLVD,FL,33324,26.1213,-80.2859,12011
7933,249,4701 S FLAMINGO RD,FL,33330,26.0628,-80.3145,12011
5924,246,8765 S DIXIE HWY,FL,33156,25.6893,-80.3071,12086
5136,749,11398 QUAIL ROOST DR,FL,33157,25.5925,-80.3777,12086
3401,244,12955 SW 112TH ST,FL,33186,25.6642,-80.4058,12086
17661,2227,7800 SW 104TH ST,FL,33156,25.6724,-80.323,12086
3236,745,726 CRANDON BLVD,FL,33149,25.6877,-80.1643,12086
3635,1835,1501 S FEDERAL HWY,FL,33062,26.2112,-80.1077,12011
7982,260,520 S FEDERAL HWY,FL,33432,26.3447,-80.0856,12011
7982,260,520 S FEDERAL HWY,FL,33432,26.3447,-80.0856,12099
8372,255,7016 BERACASA WAY,FL,33433,26.353,-80.1551,12099
5930,628,5701 CORAL RIDGE DR,FL,33076,26.298,-80.2782,12011
7173,936,6651 N MILITARY TRL STE 100,FL,33496,26.409,-80.1223,12099
1821,1827,1690 S FEDERAL HWY,FL,33483,26.4417,-80.0706,12099
17053,2223,10155 OKEECHOBEE BLVD,FL,33411,26.7114,-80.203,12099
5141,414,2482 PGA BLVD,FL,33410,26.844,-80.0713,12099
3854,934,11000 N MILITARY TRL,FL,33410,26.8411,-80.1043,12099
7891,258,8954 LANTANA RD,FL,33467,26.5901,-80.1886,12099
17288,2226,650 N CONGRESS AVE,FL,33426,26.5337,-80.0878,12099
1807,2015,1350 LEE BLVD,FL,33936,26.615,-81.6538,12071
1807,2015,1350 LEE BLVD,FL,33936,26.615,-81.6538,12051
7225,2087,5905 US HIGHWAY 301 S,FL,33578,27.8944,-82.3395,12057
3257,1301,704 W DR MARTIN LUTHER KING JR BLVD,FL,33584,27.9811,-82.2866,12057
3930,920,611 S HOWARD AVE,FL,33606,27.9378,-82.4835,12057
3814,1826,4120 HENDERSON BLVD,FL,33629,27.927,-82.513,12057
579,14268,110 BULLARD PKWY,FL,33617,28.0331,-82.3928,12057
3204,1075,5010 S FLORIDA AVE,FL,33813,27.9745,-81.9595,12105
6007,1811,6206 COMMERCE PALMS DR,FL,33647,28.116,-82.3792,12057
8396,922,1929 BRUCE B DOWNS BLVD,FL,33544,28.1851,-82.3546,12057
8396,922,1929 BRUCE B DOWNS BLVD,FL,33544,28.1851,-82.3546,12101
1771,1869,2322 LAND O LAKES BLVD,FL,33549,28.1911,-82.4652,12057
1771,1869,2322 LAND O LAKES BLVD,FL,33549,28.1911,-82.4652,12101
3703,1976,10925 STATE ROAD 54,FL,34655,28.1937,-82.6343,12101
3662,918,5357 EHRLICH RD,FL,33625,28.0842,-82.5415,12057
574,917,8001 9TH ST N,FL,33702,27.8455,-82.6462,12103
5253,1817,8801 W LINEBAUGH AVE,FL,33626,28.0451,-82.5835,12103
5253,1817,8801 W LINEBAUGH AVE,FL,33626,28.0451,-82.5835,12057
3579,407,3771 TAMPA RD,FL,34677,28.0439,-82.6769,12103
709,412,1000 E TARPON AVE,FL,34689,28.1457,-82.7394,12101
709,412,1000 E TARPON AVE,FL,34689,28.1457,-82.7394,12103
3654,1914,3501 54TH AVE S,FL,33711,27.7198,-82.6807,12103
5780,1417,4302 CORTEZ RD W,FL,34210,27.4619,-82.6046,12081
3686,919,30387 US HIGHWAY 19 N,FL,33761,28.0484,-82.7376,12103
4987,1840,2175 MAIN ST,FL,34698,28.0189,-82.7477,12103
2997,2112,15129 MADEIRA WAY,FL,33708,27.8024,-82.802,12103
3463,1959,8905 BRYAN DAIRY RD,FL,33777,27.8731,-82.7629,12103
3127,14224,99 MAGNOLIA AVE,FL,33823,28.0579,-81.7836,12105
406,2113,2400 TAMIAMI TRL,FL,33950,26.9166,-82.0464,12015
1067,2034,737 CAPE CORAL PKWY E,FL,33904,26.5633,-81.9584,12071
3281,2035,11241 MIROMAR SQUARE BLVD,FL,33928,26.4352,-81.7706,12021
3281,2035,11241 MIROMAR SQUARE BLVD,FL,33928,26.4352,-81.7706,12071
8927,2067,8831 IMMOKALEE RD.,FL,34120,26.2744,-81.6884,12021
5187,1376,2375 VANDERBILT BEACH RD,FL,34109,26.2444,-81.7699,12021
6413,2161,1300 TROTWOOD AVE.,TN,38401,35.6045,-87.0681,47187
6413,2161,1300 TROTWOOD AVE.,TN,38401,35.6045,-87.0681,47117
6413,2161,1300 TROTWOOD AVE.,TN,38401,35.6045,-87.0681,47119
6438,1987,903 MEMORIAL BLVD,TN,37172,36.5048,-86.882,47147
6424,47,1200 GALLATIN PIKE SOUTH,TN,37115,36.2477,-86.7213,47037
3293,44,100 GLEN OAK BLVD,TN,37075,36.3239,-86.6196,47165
7608,274,426 21ST AVE S,TN,37203,36.1457,-86.7994,47037
6437,49,3715 HILLSBORO PIKE,TN,37215,36.1091,-86.8124,47187
6437,49,3715 HILLSBORO PIKE,TN,37215,36.1091,-86.8124,47037
6435,48,4402 LEBANON PIKE,TN,37076,36.2154,-86.6042,47189
6435,48,4402 LEBANON PIKE,TN,37076,36.2154,-86.6042,47037
6431,763,2788 MURFREESBORO PIKE,TN,37013,36.0681,-86.6312,47037
6044,357,735 HARDING PL,TN,37211,36.0805,-86.7592,47037
6414,761,14299 OLD NASHVILLE HWY,TN,37167,35.9855,-86.5488,47149
6394,45,330 FRANKLIN RD STE 302,TN,37027,36.028,-86.7904,47037
6394,45,330 FRANKLIN RD STE 302,TN,37027,36.028,-86.7904,47187
6429,14202,1228 W MAIN ST.,TN,37087,36.2129,-86.3217,47189
6429,14202,1228 W MAIN ST.,TN,37087,36.2129,-86.3217,47159
6429,14202,1228 W MAIN ST.,TN,37087,36.2129,-86.3217,47169
2179,2079,4058 FRANKLIN RD.,TN,37128,35.8442,-86.47,47149
6415,46,1154 LIBERTY PIKE,TN,37067,35.927,-86.825,47187
386,758,4805 COLUMBIA PIKE,TN,37179,35.785,-86.9131,47187
5473,1244,2103 GAUSE BLVD E,LA,70461,30.2861,-89.7357,22103
8922,2020,1850 N HIGHWAY 190,LA,70433,30.4583,-90.0816,22103
8999,1813,2105 CLEARY AVE,LA,70001,29.9938,-90.1709,22051
167,1803,4401 S CLAIBORNE AVE,LA,70125,29.9406,-90.1042,22071
5442,1242,12589 AIRLINE HWY,LA,70047,29.9873,-90.364,22089
8309,1050,5360 HIGHLAND RD,LA,70808,30.3931,-91.1595,22033
1116,1043,7777 BLUEBONNET BLVD STE 100,LA,70810,30.3793,-91.0969,22033
10200,14135,2169 MIDLAND TRAIL,KY,40065,38.2139,-85.2586,21185
10200,14135,2169 MIDLAND TRAIL,KY,40065,38.2139,-85.2586,21211
2332,1249,101 WEST SHOWALTER DRIVE,KY,40324,38.1922,-84.5626,21017
2332,1249,101 WEST SHOWALTER DRIVE,KY,40324,38.1922,-84.5626,21067
2332,1249,101 WEST SHOWALTER DRIVE,KY,40324,38.1922,-84.5626,21209
6205,1203,10490 SHELBYVILLE RD.,KY,40223,38.2448,-85.5602,21111
4779,2070,2311 LIME KILN RD.,KY,40222,38.2847,-85.6277,21111
6940,1252,2000 HARRODSBURG RD,KY,40503,38.0259,-84.5349,21067
3975,1652,1002 SPRING ST,IN,47130,38.2799,-85.7458,18019
10657,2106,1950 STATE STREET,IN,47150,38.302,-85.8361,18019
10657,2106,1950 STATE STREET,IN,47150,38.302,-85.8361,18043
3962,14142,6710 HWY 311,IN,47172,38.3682,-85.7757,18019
3962,14142,6710 HWY 311,IN,47172,38.3682,-85.7757,18043
6123,1338,7410 BEECHMONT AVE,OH,45255,39.0733,-84.3506,39025
6123,1338,7410 BEECHMONT AVE,OH,45255,39.0733,-84.3506,39061
7790,1751,947 CINCINNATI BATAVIA PIKE,OH,45245,39.1004,-84.2632,39025
2964,1520,6632 S STATE ROUTE 48,OH,45039,39.3387,-84.2187,39165
2342,1518,7217 CINCINNATI DAYTON RD,OH,45069,39.3697,-84.3863,39061
2342,1518,7217 CINCINNATI DAYTON RD,OH,45069,39.3697,-84.3863,39017
6139,1339,710 N MAIN ST,OH,45066,39.5758,-84.2302,39165
6139,1339,710 N MAIN ST,OH,45066,39.5758,-84.2302,39113
4401,1704,5981 FAR HILLS AVE,OH,45429,39.6594,-84.1585,39113
5425,1597,8910 BROAD ST SW,OH,43062,40.0051,-82.6594,39089
5425,1597,8910 BROAD ST SW,OH,43062,40.0051,-82.6594,39045
5425,1597,8910 BROAD ST SW,OH,43062,40.0051,-82.6594,39049
2405,1906,955 N 21ST ST,OH,43055,40.0743,-82.4293,39089
1756,1850,8467 E MAIN ST,OH,43068,39.9553,-82.7723,39045
1756,1850,8467 E MAIN ST,OH,43068,39.9553,-82.7723,39049
1756,1850,8467 E MAIN ST,OH,43068,39.9553,-82.7723,39089
6185,95,1100 HILL RD N,OH,43147,39.9106,-82.7781,39045
6185,95,1100 HILL RD N,OH,43147,39.9106,-82.7781,39049
6185,95,1100 HILL RD N,OH,43147,39.9106,-82.7781,39089
3364,1590,111 W CHERRY ST,OH,43074,40.2447,-82.8647,39041
3364,1590,111 W CHERRY ST,OH,43074,40.2447,-82.8647,39089
6161,1851,7470 SAWMILL RD,OH,43016,40.1184,-83.0897,39159
6161,1851,7470 SAWMILL RD,OH,43016,40.1184,-83.0897,39049
6161,1851,7470 SAWMILL RD,OH,43016,40.1184,-83.0897,39041
5457,1535,3488 SELDOM SEEN RD,OH,43065,40.1695,-83.0894,39041
5457,1535,3488 SELDOM SEEN RD,OH,43065,40.1695,-83.0894,39049
6164,800,1725 WEST CENTRAL AVE,OH,43015,40.3091,-83.1092,39041
6164,800,1725 WEST CENTRAL AVE,OH,43015,40.3091,-83.1092,39159
2381,1519,9151 S OLD STATE RD,OH,43035,40.1498,-82.9972,39041
3992,1898,620 S CLEVELAND AVE,OH,43081,40.1113,-82.9486,39049
3992,1898,620 S CLEVELAND AVE,OH,43081,40.1113,-82.9486,39041
6151,1918,900 COSHOCTON AVE,OH,43050,40.3996,-82.4562,39117
6151,1918,900 COSHOCTON AVE,OH,43050,40.3996,-82.4562,39083
6151,1918,900 COSHOCTON AVE,OH,43050,40.3996,-82.4562,39089
3321,1973,2284 BACK ORRVILLE RD,OH,44691,40.8291,-81.9078,39169
3321,1973,2284 BACK ORRVILLE RD,OH,44691,40.8291,-81.9078,39005
6167,2000,418 E MAIN ST,OH,44805,40.8682,-82.3069,39005
6167,2000,418 E MAIN ST,OH,44805,40.8682,-82.3069,39139
3481,1671,969 W 5TH ST,OH,43040,40.2384,-83.3831,39159
3481,1671,969 W 5TH ST,OH,43040,40.2384,-83.3831,39041
6188,1672,111 S MEMORIAL DR,OH,43130,39.7131,-82.6068,39073
6188,1672,111 S MEMORIAL DR,OH,43130,39.7131,-82.6068,39045
6183,14133,2987 DERR RD.,OH,45503,39.9657,-83.7868,39023
3458,1664,1331 N FAIRFIELD RD,OH,45432,39.7288,-84.0579,39057
3458,1664,1331 N FAIRFIELD RD,OH,45432,39.7288,-84.0579,39113
3476,1744,914 W MAIN ST,OH,45371,39.96,-84.1856,39113
3476,1744,914 W MAIN ST,OH,45371,39.96,-84.1856,39109
5458,1919,2565 LONDON GROVEPORT RD,OH,43123,39.8383,-83.0742,39097
5458,1919,2565 LONDON GROVEPORT RD,OH,43123,39.8383,-83.0742,39049
8029,1819,2025 FORT ST,MI,48192,42.2131,-83.1802,26163
3353,1566,3288 OBERLIN AVE,OH,44053,41.4417,-82.1853,39093
8190,1711,45300 CHERRY HILL RD,MI,48187,42.3079,-83.4866,26161
8190,1711,45300 CHERRY HILL RD,MI,48187,42.3079,-83.4866,26163
3584,1779,209 S STATE ST,MI,48104,42.2799,-83.7406,26161
103,622,44300 5 MILE RD,MI,48168,42.3963,-83.4806,26161
103,622,44300 5 MILE RD,MI,48168,42.3963,-83.4806,26163
8081,1707,17120 KERCHEVAL AVE,MI,48230,42.3903,-82.9147,26163
4304,231,30791 DETROIT RD,OH,44145,41.4607,-81.9601,39035
2587,1842,27713 LORAIN RD,OH,44070,41.4125,-81.9289,39035
3329,1464,11706 CLIFTON BLVD,OH,44107,41.4881,-81.7692,39035
4300,230,13777 PEARL RD,OH,44136,41.3137,-81.8343,39035
4300,230,13777 PEARL RD,OH,44136,41.3137,-81.8343,39103
10190,1762,770 E DUPONT RD,IN,46825,41.178,-85.1316,18003
5369,970,6279 E STATE BLVD,IN,46815,41.1009,-85.0607,18003
5696,1507,10170 ILLINOIS RD # 14,IN,46804,41.0749,-85.2742,18003
2063,1650,7292 FULTON DR NW,OH,44718,40.86,-81.4846,39151
2385,1587,1339 N MAIN ST,OH,44720,40.8902,-81.4065,39153
2385,1587,1339 N MAIN ST,OH,44720,40.8902,-81.4065,39151
10209,1852,3761 MASSILLON RD,OH,44685,40.9595,-81.4646,39151
10209,1852,3761 MASSILLON RD,OH,44685,40.9595,-81.4646,39153
3306,1589,1949 W MARKET ST,OH,44313,41.1139,-81.5779,39153
3334,1830,7259 PEARL RD,OH,44130,41.3676,-81.8038,39035
4057,229,9 W 130TH ST,OH,44233,41.276,-81.7844,39103
4057,229,9 W 130TH ST,OH,44233,41.276,-81.7844,39035
4351,1592,6005 SOM CENTER RD,OH,44094,41.6064,-81.439,39085
4351,1592,6005 SOM CENTER RD,OH,44094,41.6064,-81.439,39055
3343,1970,1491 SOM CENTER RD,OH,44124,41.5205,-81.4372,39035
4499,1524,1443 RICHMOND RD,OH,44124,41.5204,-81.4962,39035
10893,2280,5812 RIDGE RD.,OH,44129,41.4045,-81.7349,39035
3359,1485,33840 AURORA RD,OH,44139,41.3848,-81.4382,39035
3301,408,28100 CHAGRIN BLVD,OH,44122,41.4617,-81.479,39035
4437,232,10085 DARROW RD,OH,44087,41.3404,-81.439,39153
4345,1832,14440 CEDAR RD,OH,44121,41.5009,-81.5207,39035
4301,1709,9302 OLDE 8 RD,OH,44067,41.3129,-81.5384,39153
4359,1705,5783 DARROW RD,OH,44236,41.2226,-81.4397,39153
4359,1705,5783 DARROW RD,OH,44236,41.2226,-81.4397,39133
6840,1455,13085 TEGLER DR,IN,46060,39.9966,-85.9324,18095
6840,1455,13085 TEGLER DR,IN,46060,39.9966,-85.9324,18057
1138,1324,11591 OLIO RD,IN,46037,39.9573,-85.9178,18057
1138,1324,11591 OLIO RD,IN,46037,39.9573,-85.9178,18097
5206,58,3280 STATE ROAD 32 E,IN,46074,40.0434,-86.1098,18057
6998,59,9805 GEIST CROSSING DR,IN,46256,39.8998,-85.9934,18097
6998,59,9805 GEIST CROSSING DR,IN,46256,39.8998,-85.9934,18057
6536,974,2340 W SYCAMORE ST,IN,46901,40.4882,-86.1644,18103
6536,974,2340 W SYCAMORE ST,IN,46901,40.4882,-86.1644,18067
6536,974,2340 W SYCAMORE ST,IN,46901,40.4882,-86.1644,18017
6605,57,9550 ALLISONVILLE RD,IN,46250,39.9264,-86.0677,18097
6605,57,9550 ALLISONVILLE RD,IN,46250,39.9264,-86.0677,18057
4633,2027,1233 NORTH STATE ST,IN,46140,39.8004,-85.7692,18139
4633,2027,1233 NORTH STATE ST,IN,46140,39.8004,-85.7692,18059
4633,2027,1233 NORTH STATE ST,IN,46140,39.8004,-85.7692,18145
8669,1963,7240 E 82ND ST,IN,46256,39.9058,-86.0402,18097
8669,1963,7240 E 82ND ST,IN,46256,39.9058,-86.0402,18057
8674,1012,1421 S RANGE LINE RD,IN,46032,39.9588,-86.1262,18057
1367,651,13090 PETTIGRU ST,IN,46032,39.9768,-86.2056,18057
6572,56,1375 W 86TH ST,IN,46260,39.9118,-86.183,18057
6572,56,1375 W 86TH ST,IN,46260,39.9118,-86.183,18097
6565,55,1466 W OAK ST,IN,46077,39.9509,-86.2806,18011
6565,55,1466 W OAK ST,IN,46077,39.9509,-86.2806,18057
6565,55,1466 W OAK ST,IN,46077,39.9509,-86.2806,18097
6565,55,1466 W OAK ST,IN,46077,39.9509,-86.2806,18063
6611,290,5925 E 71ST ST,IN,46220,39.8828,-86.0665,18097
6666,1680,207 S LEBANON ST,IN,46052,40.0463,-86.4686,18063
6666,1680,207 S LEBANON ST,IN,46052,40.0463,-86.4686,18011
8651,1563,512 SAGAMORE PKWY W,IN,47906,40.4539,-86.9147,18181
8651,1563,512 SAGAMORE PKWY W,IN,47906,40.4539,-86.9147,18171
8651,1563,512 SAGAMORE PKWY W,IN,47906,40.4539,-86.9147,18157
6555,1099,21 W MAIN ST,IN,46112,39.8431,-86.3987,18063
6555,1099,21 W MAIN ST,IN,46112,39.8431,-86.3987,18011
6608,60,5026 W US 52,IN,46163,39.7229,-85.8958,18097
6608,60,5026 W US 52,IN,46163,39.7229,-85.8958,18145
6608,60,5026 W US 52,IN,46163,39.7229,-85.8958,18059
6559,650,7990 E US HIGHWAY 36,IN,46123,39.7635,-86.3818,18063
6553,1310,2320 CUNNINGHAM RD,IN,46224,39.7983,-86.266,18097
6551,649,523 S STATE ROAD 67,IN,46158,39.6023,-86.3732,18109
6551,649,523 S STATE ROAD 67,IN,46158,39.6023,-86.3732,18063
6654,61,8970 S MERIDIAN ST,IN,46217,39.6356,-86.1591,18097
6549,1509,1545 N MERIDIAN ST,IN,46202,39.7881,-86.157,18097
6648,1309,655 US HIGHWAY 31 S,IN,46142,39.6072,-86.1086,18097
6648,1309,655 US HIGHWAY 31 S,IN,46142,39.6072,-86.1086,18081
6757,1607,2423 N NATIONAL RD,IN,47201,39.2228,-85.8897,18005
6757,1607,2423 N NATIONAL RD,IN,47201,39.2228,-85.8897,18013
6757,1607,2423 N NATIONAL RD,IN,47201,39.2228,-85.8897,18071
6697,975,2701 E 3RD ST,IN,47401,39.1647,-86.4976,18105
6697,975,2701 E 3RD ST,IN,47401,39.1647,-86.4976,18013
8639,1681,670 MARGARET AVE,IN,47802,39.4343,-87.4076,18167
8639,1681,670 MARGARET AVE,IN,47802,39.4343,-87.4076,18021
6910,1479,505 E 1100 N,IN,46304,41.593,-87.0444,18127
6905,1674,1805 CALUMET AVE,IN,46383,41.4848,-87.0522,18091
6905,1674,1805 CALUMET AVE,IN,46383,41.4848,-87.0522,18127
6483,2042,1407 LINCOLNWAY,IN,46350,41.6085,-86.7278,18091
434,14150,8100 EAST RIDGE RD.,IN,46342,41.5512,-87.2398,18127
434,14150,8100 EAST RIDGE RD.,IN,46342,41.5512,-87.2398,18089
2665,1676,2272 N MAIN ST,IN,46307,41.449,-87.3639,18127
2665,1676,2272 N MAIN ST,IN,46307,41.449,-87.3639,18089
4368,1016,801 MAIN ST,IN,46321,41.5229,-87.5087,18089
6908,1812,310 N HALLECK ST,IN,46310,41.2049,-87.1995,18073
6908,1812,310 N HALLECK ST,IN,46310,41.2049,-87.1995,18111
17128,2195,7300 191ST ST,IL,60487,41.5452,-87.7962,17031
17128,2195,7300 191ST ST,IL,60487,41.5452,-87.7962,17197
1773,505,9551 171ST ST,IL,60487,41.579,-87.8511,17031
1773,505,9551 171ST ST,IL,60487,41.579,-87.8511,17197
2798,508,3951 W 103RD ST,IL,60655,41.7054,-87.7203,17031
5836,1539,1228 E 53RD ST,IL,60615,41.7998,-87.5947,17031
8738,14193,741 W 31ST,IL,60616,41.8377,-87.6454,17031
8505,521,6748 W 111TH ST,IL,60482,41.6908,-87.7873,17031
2387,1263,130 E CLEVELAND RD,IN,46530,41.7245,-86.177,18039
2387,1263,130 E CLEVELAND RD,IN,46530,41.7245,-86.177,18141
8645,1266,4501 LINCOLNWAY E,IN,46544,41.6657,-86.1075,18141
17009,2191,1154 S CLARK ST,IL,60605,41.8679,-87.6311,17031
6472,1499,410 S MAIN ST,IN,46526,41.5818,-85.8338,18039
8287,177,21777 21 MILE RD,MI,48044,42.6444,-82.8975,26099
8091,289,33021 GARFIELD RD,MI,48026,42.5394,-82.9505,26099
8144,1921,46960 VAN DYKE AVE,MI,48317,42.6399,-83.0322,26099
8144,1921,46960 VAN DYKE AVE,MI,48317,42.6399,-83.0322,26125
8113,178,2115 25 MILE RD,MI,48316,42.6976,-83.0932,26125
8113,178,2115 25 MILE RD,MI,48316,42.6976,-83.0932,26099
8174,1981,1402 W 14 MILE RD,MI,48017,42.5334,-83.1611,26125
8076,176,3010 WALTON BLVD,MI,48309,42.6813,-83.1948,26125
8049,175,4995 HIGHLAND RD,MI,48328,42.6593,-83.3855,26125
8021,179,30920 SOUTHFIELD RD,MI,48076,42.5166,-83.2224,26125
8262,174,39350 9 MILE RD,MI,48167,42.4541,-83.4335,26125
8262,174,39350 9 MILE RD,MI,48167,42.4541,-83.4335,26161
8262,174,39350 9 MILE RD,MI,48167,42.4541,-83.4335,26163
8002,169,100 WEST MAPLE RD,MI,48390,42.5379,-83.4826,26125
8004,170,720 GENERAL MOTORS RD,MI,48381,42.5834,-83.6107,26125
5714,1895,4840 DODGE ST,NE,68132,41.26,-95.9876,31055
2741,1974,6901 S 84TH ST,NE,68128,41.1903,-96.042,31055
2741,1974,6901 S 84TH ST,NE,68128,41.1903,-96.042,31153
5863,1954,14460 W MAPLE RD,NE,68116,41.2928,-96.1398,31055
8626,1896,7002 O ST,NE,68510,40.8139,-96.6242,31109
8616,1955,5566 S 56TH ST,NE,68516,40.7567,-96.6436,31109
8615,1964,1411 SUPERIOR ST,NE,68521,40.8569,-96.7,31109
2900,509,34344 N US HIGHWAY 45,IL,60030,42.3613,-88.0013,17097
17030,2194,3100 W IL RTE 60,IL,60060,42.2844,-88.0445,17097
3790,1613,1305 RANDALL RD,IL,60014,42.2051,-88.3357,17111
7181,519,101 S NORTHWEST HWY,IL,60010,42.1533,-88.128,17031
7181,519,101 S NORTHWEST HWY,IL,60010,42.1533,-88.128,17111
7181,519,101 S NORTHWEST HWY,IL,60010,42.1533,-88.128,17097
7181,519,101 S NORTHWEST HWY,IL,60010,42.1533,-88.128,17089
2902,961,520 N WESTERN AVE,IL,60045,42.249,-87.8393,17097
4787,292,1539 CLAVEY RD,IL,60035,42.1603,-87.808,17097
1776,34101,2730 COUNTY ROAD E EAST,MN,55110,45.0497,-92.9857,27003
1776,34101,2730 COUNTY ROAD E EAST,MN,55110,45.0497,-92.9857,27163
1776,34101,2730 COUNTY ROAD E EAST,MN,55110,45.0497,-92.9857,27123
1751,34097,2196 WHITE BEAR AVE N,MN,55109,45.007,-93.0245,27123
1751,34097,2196 WHITE BEAR AVE N,MN,55109,45.007,-93.0245,27163
1751,34097,2196 WHITE BEAR AVE N,MN,55109,45.007,-93.0245,27037
16214,23,7200 VALLEY CREEK PLZ,MN,55125,44.9269,-92.959,27163
16214,23,7200 VALLEY CREEK PLZ,MN,55125,44.9269,-92.959,27123
16163,22,3800 LEXINGTON AVE N,MN,55126,45.0564,-93.144,27003
16163,22,3800 LEXINGTON AVE N,MN,55126,45.0564,-93.144,27123
7152,34090,2357 108TH LN NE,MN,55449,45.1671,-93.2115,27123
7152,34090,2357 108TH LN NE,MN,55449,45.1671,-93.2115,27003
16953,38,1500 109TH AVE NE,MN,55449,45.1652,-93.2326,27123
16953,38,1500 109TH AVE NE,MN,55449,45.1652,-93.2326,27003
10252,34107,1411 VERMILLION ST,MN,55033,44.7318,-92.8517,27037
10252,34107,1411 VERMILLION ST,MN,55033,44.7318,-92.8517,27049
10252,34107,1411 VERMILLION ST,MN,55033,44.7318,-92.8517,27163
5161,34099,1040 GRAND AVE,MN,55105,44.9398,-93.1444,27123
17453,2182,15560 PILOT KNOB RD,MN,55124,44.7238,-93.175,27037
7110,34089,3633 BUNKER LAKE BLVD NW,MN,55304,45.2202,-93.3582,27003
17187,2176,1515 COUNTY ROAD B W,MN,55113,45.0081,-93.1642,27053
17187,2176,1515 COUNTY ROAD B W,MN,55113,45.0081,-93.1642,27123
6715,34104,4241 JOHNNY CAKE RIDGE RD,MN,55122,44.8039,-93.1853,27037
663,34102,15051 GALAXIE AVE,MN,55124,44.7311,-93.2081,27037
17306,39,1300 UNIVERSITY AVE W,MN,55104,44.9541,-93.1554,27123
5997,34091,2017 COON RAPIDS BLVD NW,MN,55433,45.1619,-93.3187,27003
16952,2174,11990 BUSINESS PARK BLVD N,MN,55316,45.1726,-93.3878,27053
17509,2185,15800 87TH ST NE,MN,55330,45.2788,-93.564,27003
17509,2185,15800 87TH ST NE,MN,55330,45.2788,-93.564,27171
17509,2185,15800 87TH ST NE,MN,55330,45.2788,-93.564,27141
16816,2173,18275 KENRICK AVE,MN,55044,44.6844,-93.2913,27139
16816,2173,18275 KENRICK AVE,MN,55044,44.6844,-93.2913,27037
3060,34103,8936 LYNDALE AVE S,MN,55420,44.8413,-93.2893,27053
17278,2179,755 53RD AVE NE,MN,55421,45.0658,-93.2517,27123
17278,2179,755 53RD AVE NE,MN,55421,45.0658,-93.2517,27003
17278,2179,755 53RD AVE NE,MN,55421,45.0658,-93.2517,27053
5920,34096,600 CENTRAL AVE E,MN,55376,45.2107,-93.6528,27171
3344,34108,4050 DEAN LAKES BLVD,MN,55379,44.7783,-93.4686,27139
16691,2171,111 PIONEER TRL,MN,55318,44.8274,-93.6011,27019
6507,34095,2420 W DIVISION ST,MN,56301,45.5528,-94.1871,27145
17368,2180,6445 RICHFIELD PKWY,MN,55423,44.8856,-93.2484,27053
